pmcid,pmid,doi,year,journal,title,authors,citation_count,rcr,terms_matched
PMC8190507,34151299,10.1016/j.xpro.2021.100579,2021,STAR protocols,Optimized protocol for the identification of lipid droplet proteomes using proximity labeling proteomics in cultured human cells.,"Peterson CWH, Deol KK, To M",19,1.185805390662731,"""University of California Davis Proteomics Core"""
PMC3339936,22351755,10.1074/jbc.M111.294041,2012,The Journal of biological chemistry,Ligation of the fibrin-binding domain by β-strand addition is sufficient for expansion of soluble fibronectin.,"Maurer LM, Ma W, Eickstaedt NL",19,0.5368608670341717,"""University of California Davis Proteomics Core"""
PMC5820950,29203548,10.1128/IAI.00458-17,2018,Infection and immunity,Utilization of Host Polyamines in Alternatively Activated Macrophages Promotes Chronic Infection by Brucella abortus.,"Kerrinnes T, Winter MG, Young BM",19,0.8765476781927242,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4166900,25279373,10.3389/fchem.2014.00071,2014,Frontiers in chemistry,Covalent modification of a ten-residue cationic antimicrobial peptide with levofloxacin.,"Rodriguez CA, Papanastasiou EA, Juba M",19,0.7263384081446487,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2698928,19490636,10.1186/1756-6606-2-14,2009,Molecular brain,In vivo multiplex quantitative analysis of 3 forms of alpha melanocyte stimulating hormone in pituitary of prolyl endopeptidase deficient mice.,"Perroud B, Alvarado RJ, Espinal GM",19,0.44518800208567866,"""Brett S. Phinney"""
PMC7710146,32883801,10.1074/mcp.RA120.002075,2020,Molecular & cellular proteomics : MCP,Citrus Vascular Proteomics Highlights the Role of Peroxidases and Serine Proteases during Huanglongbing Disease Progression.,"Franco JY, Thapa SP, Pang Z",19,1.3952949835838686,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10159624,37068011,10.7554/eLife.85120,2023,eLife,Ancestral protein reconstruction reveals evolutionary events governing variation in Dicer helicase function.,"Aderounmu AM, Aruscavage PJ, Kolaczkowski B",18,1.7686067617813783,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC9884297,36709327,10.1038/s41467-023-36158-z,2023,Nature communications,Iron-sulfur clusters are involved in post-translational arginylation.,"Van V, Brown JB, O'Shea CR",18,2.2754095757169783,"""University of California Davis Proteomics Core"""
PMC8727917,35024318,10.1016/j.apsb.2021.07.027,2021,Acta pharmaceutica Sinica. B,Bioengineered miR-124-3p prodrug selectively alters the proteome of human carcinoma cells to control multiple cellular components and lung metastasis in vivo.,"Deng L, Petrek H, Tu MJ",17,1.0588284344300365,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6093210,29551638,10.1016/j.freeradbiomed.2018.03.015,2018,Free radical biology & medicine,"An oxidation-resistant, recombinant alpha-1 antitrypsin produced in Nicotiana benthamiana.","Silberstein DZ, Karuppanan K, Aung HH",17,0.911608900267978,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2713361,19354299,10.1021/bi900273j,2009,Biochemistry,Mapping protein-protein interactions by localized oxidation: consequences of the reach of hydroxyl radical.,"Cheal SM, Ng M, Barrios B",17,0.4315918509852965,"""UC Davis Genome Center Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7484238,32829657,10.1161/HYPERTENSIONAHA.120.15262,2020,"Hypertension (Dallas, Tex. : 1979)",TRAF3IP2 (TRAF3 Interacting Protein 2) Mediates Obesity-Associated Vascular Insulin Resistance and Dysfunction in Male Mice.,"Grunewald ZI, Ramirez-Perez FI, Woodford ML",17,1.0523330304115552,"(""Proteomics Core"" AND ""UC Davis"")"
PMC9038196,35257662,10.7554/eLife.77595,2022,eLife,The ACF chromatin-remodeling complex is essential for Polycomb repression.,"Wiles ET, Mumford CC, McNaught KJ",16,1.0267490825068324,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7225565,32179551,10.1128/MCB.00003-20,2020,Molecular and cellular biology,Identification of a PRC2 Accessory Subunit Required for Subtelomeric H3K27 Methylation in Neurospora crassa.,"McNaught KJ, Wiles ET, Selker EU",16,0.5932441836463944,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""University of California Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7473642,32661087,10.1242/jcs.227355,2020,Journal of cell science,Disc-associated proteins mediate the unusual hyperstability of the ventral disc in Giardia lamblia.,"Nosala C, Hagen KD, Hilton N",16,1.1087284728605926,"""UC Davis Genome Center Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7388652,32485593,10.1016/j.fsigen.2020.102309,2020,Forensic science international. Genetics,Age-Related Changes in Hair Shaft Protein Profiling and Genetically Variant Peptides.,"Plott TJ, Karim N, Durbin-Johnson BP",16,1.1841221325724711,"""Brett Phinney""; ""Brett S. Phinney"""
PMC5159646,27780844,10.1261/rna.058826.116,2017,"RNA (New York, N.Y.)",Mouse models of Casc3 reveal developmental functions distinct from other components of the exon junction complex.,"Mao H, Brown HE, Silver DL",16,0.42033100711655635,"(""Proteomics Core"" AND ""UC Davis"")"
PMC7721336,33093145,10.1105/tpc.20.00309,2020,The Plant cell,Chloroplast Chaperonin-Mediated Targeting of a Thylakoid Membrane Protein.,"Klasek L, Inoue K, Theg SM",15,0.755922734896348,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""University of California Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5270479,27994052,10.1074/jbc.M116.767665,2017,The Journal of biological chemistry,BciD Is a Radical S-Adenosyl-l-methionine (SAM) Enzyme That Completes Bacteriochlorophyllide e Biosynthesis by Oxidizing a Methyl Group into a Formyl Group at C-7.,"Thweatt JL, Ferlez BH, Golbeck JH",15,0.6349466166032018,"""University of California Davis Proteomics Core"""
PMC4539710,26283222,10.1186/s13071-015-1016-x,2015,Parasites & vectors,Anopheles stephensi p38 MAPK signaling regulates innate immunity and bioenergetics during Plasmodium falciparum infection.,"Wang B, Pakpour N, Napoli E",15,0.47012462171753516,"""Brett S. Phinney"""
PMC9024508,35458408,10.3390/v14040678,2022,Viruses,New Insights into the Structure and Assembly of Bacteriophage P1.,"Gonzales MF, Piya DK, Koehler B",14,1.3827951493744717,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6052317,29769340,10.1128/JVI.00672-18,2018,Journal of virology,The Human T-Cell Leukemia Virus Type 1 Basic Leucine Zipper Factor Attenuates Repair of Double-Stranded DNA Breaks via Nonhomologous End Joining.,"Rushing AW, Hoang K, Polakowski N",14,0.5489571816596241,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
